Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
508,10.15,1.36%,0.0045,0.13804,0.04505382
509,5.39,22.31%,0.0032,1.202509,0.0133999712
510,21.44,17.91%,0.0037,3.839904,0.0651203552
511,23.4,29.22%,0.005,6.83748,0.0828126
512,5.89,35.80%,0.0056,2.10862,0.021175728
513,20.24,34.52%,0.0045,6.986848,0.059639184
514,9.5,39.91%,0.0003,3.79145,0.001712565
515,3.37,25.60%,0.0053,0.86272,0.013288584
516,24.77,2.43%,0.0082,0.601911,0.1981783298
517,0.22,29.93%,0.0077,0.065846,0.0011869858
518,14.57,0.26%,0.0001,0.037882,0.0014532118
519,2.24,37.10%,0.0011,0.83104,0.001549856
520,23.54,20.69%,0.0026,4.870426,0.0485408924
521,18.04,37.67%,0.0081,6.795668,0.0910790892
522,9.49,37.45%,0.0081,3.554005,0.0480815595
523,10.65,10.55%,0.0046,1.123575,0.043821555
524,7.22,0.51%,0.0058,0.036822,0.0416624324
525,8,2.23%,0.0042,0.1784,0.03285072
526,2.07,32.81%,0.0029,0.679167,0.0040334157
527,2.12,9.52%,0.003,0.201824,0.005754528
528,11.5,16.10%,0.0043,1.8515,0.04148855
529,13.47,27.31%,0.0012,3.678657,0.0117496116
530,20.43,19.11%,0.0059,3.904173,0.0975023793
531,7.35,35.33%,0.0037,2.596755,0.0175870065
532,3.85,5.49%,0.0089,0.211365,0.0323838515
533,23.62,14.67%,0.0021,3.465054,0.0423253866
534,7.2,33.12%,0.0041,2.38464,0.019742976
535,16,33.50%,0.002,5.36,0.02128
536,1.11,31.53%,0.0014,0.349983,0.0010640238
537,18.71,36.05%,0.0094,6.744955,0.112471423
538,19.4,14.22%,0.0063,2.75868,0.104840316
539,4.83,23.21%,0.0018,1.121043,0.0066761226
540,3.15,31.35%,0.0048,0.987525,0.01037988
541,8.79,13.47%,0.0053,1.184013,0.0403117311
542,10.49,39.32%,0.0071,4.124668,0.0451938572
543,20.23,12.70%,0.0002,2.56921,0.003532158
544,11.53,7.46%,0.0022,0.860138,0.0234736964
545,7.18,31.18%,0.0018,2.238724,0.0088942968
546,21.12,19.59%,0.0027,4.137408,0.0458529984
547,2.62,6.09%,0.0026,0.159558,0.0063971492
548,1.96,9.92%,0.0093,0.194432,0.0164197824
549,10.32,6.96%,0.0008,0.718272,0.0076813824
550,6.69,35.20%,0.0012,2.35488,0.005202144
551,6.46,39.26%,0.0082,2.536196,0.0321751928
552,5.58,10.18%,0.0022,0.568044,0.0110263032
553,5.91,39.52%,0.0068,2.335632,0.0243057024
554,2.13,14.00%,0.0051,0.2982,0.00934218
555,1.12,30.02%,0.0007,0.336224,0.0005486432
556,12.7,1.46%,0.0058,0.18542,0.072584564
557,14.31,7.12%,0.0039,1.018872,0.0518353992
558,13.02,8.21%,0.0091,1.068942,0.1087546278
559,20.87,2.52%,0.0052,0.525924,0.1057891952
560,24.51,28.54%,0.0018,6.995154,0.0315267228
561,14.89,33.26%,0.0075,4.952414,0.074531895
562,22.45,32.05%,0.0042,7.195225,0.064070055
563,22.72,8.08%,0.0003,1.835776,0.0062652672
564,14.06,9.98%,0.004,1.403188,0.050627248
565,12.43,13.76%,0.0086,1.710368,0.0921888352
566,8.95,7.16%,0.0045,0.64082,0.03739131
567,15.76,19.12%,0.0087,3.013312,0.1108961856
568,17.78,31.37%,0.0009,5.577586,0.0109821726
569,12.6,0.09%,0.0075,0.01134,0.09441495
570,5.85,8.15%,0.0046,0.476775,0.024716835
571,21.79,35.55%,0.0095,7.746345,0.1334147225
572,13.62,39.64%,0.0089,5.398968,0.0731671848
573,14.97,1.90%,0.0083,0.28443,0.121890231
574,5.5,9.26%,0.0078,0.5093,0.03892746
575,13.66,35.43%,0.0088,4.839738,0.0776183056
576,15.63,1.91%,0.002,0.298533,0.030662934
577,8.17,39.39%,0.0016,3.218163,0.0079229392
578,18.91,21.49%,0.004,4.063759,0.059384964
579,22.32,21.83%,0.0063,4.872456,0.1099195272
580,14.23,1.35%,0.0002,0.192105,0.002807579
581,15.65,10.73%,0.0066,1.679245,0.092206983
582,24.99,33.48%,0.001,8.366652,0.016623348
583,12.15,31.59%,0.0053,3.838185,0.0440526195
584,17.66,23.34%,0.0019,4.121844,0.0257224964
585,4.01,37.85%,0.0016,1.517785,0.003987544
586,19.36,3.05%,0.0032,0.59048,0.060062464
587,2.14,12.72%,0.0089,0.272208,0.0166233488
588,1.39,8.89%,0.0033,0.123571,0.0041792157
589,9.61,11.12%,0.0057,1.068632,0.0486857976
590,7.43,21.73%,0.0063,1.614539,0.0366374043
591,15.2,34.75%,0.0074,5.282,0.0733932
592,8.56,31.22%,0.009,2.672432,0.052988112
593,6.31,17.03%,0.0026,1.074593,0.0136120582
594,20.51,22.63%,0.0067,4.641413,0.1063195329
595,2.83,39.82%,0.005,1.126906,0.00851547
596,19.55,21.11%,0.0026,4.127005,0.040099787
597,23.26,25.28%,0.0088,5.880128,0.1529428736
598,6.74,22.34%,0.0093,1.505716,0.0486788412
599,10.15,14.27%,0.0036,1.448405,0.031325742
600,15.94,39.18%,0.0034,6.245292,0.0329620072
601,2.22,4.55%,0.0014,0.10101,0.002966586
602,3.32,25.28%,0.0036,0.839296,0.0089305344
603,12.34,37.73%,0.0019,4.655882,0.0145998242
604,18.92,16.51%,0.0061,3.123692,0.0963574788
605,7.98,18.90%,0.0035,1.50822,0.02265123
606,22.43,10.91%,0.002,2.447113,0.039965774
607,22.84,34.05%,0.0004,7.77702,0.006025192
608,22.94,32.37%,0.0099,7.425678,0.1535917878
609,2.88,37.48%,0.0086,1.079424,0.0154849536
610,1.26,31.48%,0.0019,0.396648,0.0016403688
611,10.7,7.26%,0.0083,0.77682,0.082362394
612,24.99,28.26%,0.0085,7.062174,0.152386521
613,15.68,0.93%,0.0077,0.145824,0.1196131552
614,10.69,32.08%,0.0028,3.429352,0.0203298144
615,14.59,39.93%,0.0032,5.825787,0.0280454816
616,20.32,0.01%,0.0099,0.002032,0.2011478832
617,2.19,14.69%,0.0026,0.321711,0.0048575514
618,19.88,7.52%,0.0059,1.494976,0.1084716416
619,11.73,36.89%,0.0028,4.327197,0.0207278484
620,6.01,5.49%,0.0045,0.329949,0.0255602295
621,23.58,23.95%,0.0051,5.64741,0.091456209
622,23.83,20.17%,0.0001,4.806511,0.0019023489
623,23.15,28.62%,0.0041,6.62553,0.067750327
624,15.41,29.03%,0.0078,4.473523,0.0853045206
625,7.2,17.47%,0.0087,1.25784,0.051696792
626,1.56,39.78%,0.0021,0.620568,0.0019728072
627,1.5,30.67%,0.0033,0.46005,0.003431835
628,23.77,10.07%,0.0067,2.393639,0.1432216187
629,3.52,19.13%,0.0018,0.673376,0.0051239232
630,6.64,32.31%,0.0029,2.145384,0.0130343864
631,10.35,2.42%,0.0038,0.25047,0.038378214
632,14.27,1.53%,0.0031,0.218331,0.0435601739
633,5.41,18.77%,0.0027,1.015457,0.0118652661
634,4.08,10.79%,0.0057,0.440232,0.0207466776
635,24.93,39.55%,0.009,9.859815,0.135631665
636,22.98,34.75%,0.0021,7.98555,0.031488345
637,1.3,36.81%,0.0026,0.47853,0.002135822
638,18.38,8.72%,0.0039,1.602736,0.0654313296
639,0,8.57%,0.0075,0,0
640,7.83,24.40%,0.0084,1.91052,0.049723632
641,9.97,4.62%,0.0035,0.460614,0.033282851
642,7.13,23.22%,0.0037,1.655586,0.0202553318
643,13.02,31.24%,0.0096,4.067448,0.0859444992
644,23.3,34.18%,0.0044,7.96394,0.067478664
645,6.8,27.86%,0.0053,1.89448,0.025999256
646,14.87,17.15%,0.0058,2.550205,0.071454811
647,22.26,32.21%,0.0081,7.169946,0.1222294374
648,12.31,36.40%,0.0024,4.48084,0.018789984
649,3.97,35.55%,0.0076,1.411335,0.019445854
650,22.04,16.61%,0.0058,3.660844,0.1065991048
651,20.76,4.03%,0.01,0.836628,0.19923372
652,16.64,38.56%,0.0011,6.416384,0.0112459776
653,8.03,1.72%,0.0005,0.138116,0.003945942
654,18.6,37.43%,0.0059,6.96198,0.068664318
655,10.22,5.50%,0.0094,0.5621,0.09078426
656,3.91,11.23%,0.0071,0.439093,0.0246434397
657,20.98,19.77%,0.0051,4.147746,0.0858444954
658,14.78,27.75%,0.0012,4.10145,0.01281426
659,13.96,23.55%,0.0058,3.28758,0.061900036
660,14.59,34.45%,0.0068,5.026255,0.065033466
661,21.5,8.60%,0.0073,1.849,0.1434523
662,1.14,29.92%,0.0048,0.341088,0.0038347776
663,16.39,1.85%,0.0096,0.303215,0.154433136
664,6.42,6.22%,0.0096,0.399324,0.0577984896
665,2.4,2.75%,0.0003,0.066,0.0007002
666,20.78,19.53%,0.0055,4.058334,0.091969163
667,22.66,29.08%,0.0071,6.589528,0.1141003512
668,24.74,2.87%,0.0038,0.710038,0.0913138556
669,3.93,1.11%,0.0021,0.043623,0.0081613917
670,21.43,36.61%,0.0042,7.845523,0.0570548034
671,22.91,21.41%,0.0079,4.905031,0.1422392551
672,0.86,19.70%,0.0043,0.16942,0.002969494
673,0.06,3.13%,0.0087,0.001878,0.0005056614
674,12.8,24.41%,0.0083,3.12448,0.080306816
675,2.57,39.55%,0.0042,1.016435,0.006524973
676,17.85,2.58%,0.0062,0.46053,0.107814714
677,12.15,39.47%,0.0071,4.795605,0.0522162045
678,1.4,2.10%,0.002,0.0294,0.0027412
679,1.31,38.88%,0.0047,0.509328,0.0037631584
680,18.73,37.20%,0.0001,6.96756,0.001176244
681,1.59,11.64%,0.002,0.185076,0.002809848
682,7.71,8.41%,0.0045,0.648411,0.0317771505
683,18.51,17.98%,0.0089,3.328098,0.1351189278
684,21.6,23.93%,0.009,5.16888,0.14788008
685,5.46,21.40%,0.0051,1.16844,0.021886956
686,20.62,6.67%,0.0088,1.375354,0.1693528848
687,6.07,23.74%,0.0067,1.441018,0.0310141794
688,9.08,14.56%,0.0051,1.322048,0.0395655552
689,18.08,5.58%,0.0082,1.008864,0.1399833152
690,20.78,20.32%,0.0023,4.222496,0.0380822592
691,8.05,3.29%,0.0026,0.264845,0.020241403
692,17.38,29.54%,0.0083,5.134052,0.1016413684
693,7.04,8.39%,0.0069,0.590656,0.0445004736
694,17.03,7.63%,0.0007,1.299389,0.0110114277
695,12.17,38.75%,0.0092,4.715875,0.06857795
696,19.65,29.49%,0.0098,5.794785,0.135781107
697,12.67,16.75%,0.0036,2.122225,0.03797199
698,9.55,14.84%,0.0098,1.41722,0.079701244
699,10.6,6.21%,0.0043,0.65826,0.042749482
700,7.85,21.15%,0.0082,1.660275,0.050755745
701,17.87,30.92%,0.0033,5.525404,0.0407371668
702,17.14,27.64%,0.0064,4.737496,0.0793760256
703,24.95,17.29%,0.0018,4.313855,0.037145061
704,6.03,29.22%,0.0095,1.761966,0.040546323
705,8.26,22.56%,0.0083,1.863456,0.0530913152
706,12.74,37.06%,0.0099,4.721444,0.0793837044
707,6.52,19.86%,0.0067,1.294872,0.0350083576
708,9.84,35.21%,0.0051,3.464664,0.0325142136
709,15.11,23.98%,0.0045,3.623378,0.051689799
710,24.68,36.20%,0.003,8.93416,0.04723752
711,5.96,20.18%,0.0013,1.202728,0.0061844536
712,1.92,37.09%,0.001,0.712128,0.001207872
713,16.03,38.86%,0.0077,6.229258,0.0754657134
714,2.27,37.87%,0.0034,0.859649,0.0047951934
715,15.86,39.96%,0.0009,6.337656,0.0085701096
716,19.72,15.60%,0.0014,3.07632,0.023301152
717,3.33,30.95%,0.0013,1.030635,0.0029891745
718,5.03,32.94%,0.0006,1.656882,0.0020238708
719,3.14,15.18%,0.0059,0.476652,0.0157137532
720,4.53,10.91%,0.006,0.494223,0.024214662
721,1.27,36.91%,0.0099,0.468757,0.0079323057
722,19.85,22.18%,0.0098,4.40273,0.151383246
723,16.3,31.51%,0.0024,5.13613,0.026793288
724,5.01,26.52%,0.0005,1.328652,0.001840674
725,21.5,25.66%,0.0065,5.5169,0.10389015
726,0.13,17.69%,0.0063,0.022997,0.0006741189
727,8.97,2.73%,0.0047,0.244881,0.0410080593
728,17.51,28.85%,0.0097,5.051635,0.1208461405
729,11.12,23.70%,0.0057,2.63544,0.048361992
730,2.87,8.30%,0.005,0.23821,0.01315895
731,2.37,11.72%,0.0093,0.277764,0.0194577948
732,0.78,23.60%,0.0009,0.18408,0.000536328
733,14.09,28.42%,0.0005,4.004378,0.005042811
734,21.78,0.25%,0.0056,0.05445,0.12166308
735,10.47,18.84%,0.0066,1.972548,0.0560831832
736,12.12,0.35%,0.0049,0.04242,0.059180142
737,18.47,25.17%,0.0014,4.648899,0.0193495414
738,0.77,31.03%,0.0069,0.238931,0.0036643761
739,14.79,4.66%,0.0023,0.689214,0.0324318078
740,22.3,4.40%,0.0076,0.9812,0.16202288
741,17.04,28.22%,0.006,4.808688,0.073387872
742,22.59,29.22%,0.0059,6.600798,0.0943362918
743,9.42,14.66%,0.0097,1.380972,0.0779785716
744,23.44,26.26%,0.0089,6.155344,0.1538334384
745,0.96,37.37%,0.0019,0.358752,0.0011423712
746,17.72,32.88%,0.0064,5.826336,0.0761194496
747,2.38,4.11%,0.0072,0.097818,0.0164317104
748,19.49,38.76%,0.0076,7.554324,0.0907111376
749,24.88,17.99%,0.0025,4.475912,0.05101022
750,24.52,30.27%,0.0058,7.422204,0.0991672168
751,1.56,29.39%,0.0056,0.458484,0.0061684896
752,23.45,30.78%,0.0059,7.21791,0.095769331
753,24.07,7.95%,0.0093,1.913565,0.2060548455
754,7.27,20.46%,0.0027,1.487442,0.0156129066
755,7.38,15.80%,0.0041,1.16604,0.025477236
756,18.62,25.16%,0.0036,4.684792,0.0501667488
757,2.61,33.77%,0.0059,0.881397,0.0101987577
758,7.53,8.45%,0.009,0.636285,0.062043435
759,6.15,3.79%,0.0062,0.233085,0.036684873
760,3.7,28.15%,0.0063,1.04155,0.016748235
761,1.38,3.14%,0.0059,0.043332,0.0078863412
762,22.57,39.37%,0.0061,8.885809,0.0834735651
763,9.85,6.53%,0.0097,0.643205,0.0893059115
764,21.95,1.38%,0.0005,0.30291,0.010823545
765,14.38,10.55%,0.0014,1.51709,0.018008074
766,15,9.71%,0.0042,1.4565,0.0568827
767,20.61,5.10%,0.009,1.05111,0.17603001
768,3.81,39.48%,0.0018,1.504188,0.0041504616
769,7.42,10.90%,0.0048,0.80878,0.031733856
770,22.31,36.15%,0.0094,8.065065,0.133902389
771,4.63,21.60%,0.001,1.00008,0.00362992
772,1.19,32.93%,0.0083,0.391867,0.0066245039
773,12.97,22.99%,0.0069,2.981803,0.0689185593
774,23.41,30.08%,0.0002,7.041728,0.0032736544
775,20.66,38.84%,0.0083,8.024344,0.1048759448
776,6.2,33.31%,0.0075,2.06522,0.03101085
777,4.17,32.71%,0.0033,1.364007,0.0092597769
778,11.45,27.84%,0.003,3.18768,0.02478696
779,14.4,17.75%,0.0069,2.556,0.0817236
780,3.12,32.57%,0.0012,1.016184,0.0025245792
781,2.59,0.95%,0.0005,0.024605,0.0012826975
782,16.89,30.91%,0.0035,5.220699,0.0408425535
783,1.72,5.97%,0.0071,0.102684,0.0114829436
784,7.54,26.33%,0.0031,1.985282,0.0172196258
785,24.77,14.59%,0.0071,3.613943,0.1502080047
786,22.83,13.93%,0.0004,3.180219,0.0078599124
787,11.89,19.68%,0.0055,2.339952,0.052525264
788,19.87,7.62%,0.0081,1.514094,0.1486828386
789,8.65,26.42%,0.0067,2.28533,0.042643289
790,10.4,22.03%,0.0022,2.29112,0.017839536
791,5.1,11.48%,0.003,0.58548,0.01354356
792,24.83,15.24%,0.0093,3.784092,0.1957269444
793,23.9,7.71%,0.0074,1.84269,0.163224094
794,19.55,3.76%,0.0028,0.73508,0.052681776
795,5.36,15.42%,0.0026,0.826512,0.0117870688
796,22.67,38.66%,0.002,8.764222,0.027811556
797,7.66,9.07%,0.0081,0.694762,0.0564184278
798,4.88,9.60%,0.0006,0.46848,0.002646912
799,13.56,20.17%,0.001,2.735052,0.010824948
800,9.1,28.92%,0.0052,2.63172,0.033635056
801,22.9,35.88%,0.0083,8.21652,0.121872884
802,18.09,24.83%,0.0039,4.491747,0.0530331867
803,0.95,26.68%,0.0002,0.25346,0.000139308
804,4,20.10%,0.005,0.804,0.01598
805,17.47,37.08%,0.0007,6.477876,0.0076944868
806,11.45,13.04%,0.0035,1.49308,0.03484922
807,19.27,11.08%,0.0028,2.135116,0.0479776752
808,14.98,29.88%,0.0089,4.476024,0.0934853864
809,8.41,38.27%,0.004,3.218507,0.020765972
810,19.76,29.05%,0.0067,5.74028,0.093932124
811,10.23,19.34%,0.0094,1.978482,0.0775642692
812,1.7,18.53%,0.0085,0.31501,0.011772415
813,0.05,2.07%,0.0036,0.001035,0.000176274
814,18.69,32.90%,0.0022,6.14901,0.027590178
815,10.85,27.60%,0.0034,2.9946,0.02670836
816,11.82,15.14%,0.0091,1.789548,0.0912771132
817,21.5,29.00%,0.0065,6.235,0.0992225
818,22.28,24.18%,0.005,5.387304,0.08446348
819,21.52,34.78%,0.0051,7.484656,0.0715802544
820,22.34,39.05%,0.0086,8.72377,0.117099578
821,15.23,19.83%,0.0021,3.020109,0.0256407711
822,4.88,19.80%,0.005,0.96624,0.0195688
823,23.73,9.61%,0.0073,2.280453,0.1565816931
824,13.48,0.58%,0.0058,0.078184,0.0777305328
825,0.92,34.05%,0.0029,0.31326,0.001759546
826,17.8,10.03%,0.0036,1.78534,0.057652776
827,14.06,38.22%,0.0022,5.373732,0.0191097896
828,14.11,23.36%,0.0078,3.296096,0.0843484512
829,9.32,22.94%,0.008,2.138008,0.057455936
830,17.06,31.30%,0.0052,5.33978,0.060945144
831,16.23,2.95%,0.0079,0.478785,0.1244345985
832,17.84,2.96%,0.0092,0.528064,0.1592698112
833,21.15,12.22%,0.0089,2.58453,0.165232683
834,5.87,7.36%,0.0046,0.432032,0.0250146528
835,16.48,28.63%,0.0012,4.718224,0.0141141312
836,22.36,38.83%,0.0035,8.682388,0.047871642
837,8,23.13%,0.008,1.8504,0.0491968
838,0.04,35.58%,0.0069,0.014232,0.0001777992
839,7.83,32.36%,0.0066,2.533788,0.0349549992
840,9.45,14.43%,0.0014,1.363635,0.011320911
841,18.17,37.08%,0.0055,6.737436,0.062879102
842,8.08,5.11%,0.0018,0.412888,0.0138008016
843,4.09,35.66%,0.0043,1.458494,0.0113154758
844,10.06,37.54%,0.0006,3.776524,0.0037700856
845,0.82,28.91%,0.0063,0.237062,0.0036725094
846,7.49,34.93%,0.0029,2.616257,0.0141338547
847,19.75,12.12%,0.0012,2.3937,0.02082756
848,4.39,19.61%,0.0006,0.860879,0.0021174726
849,21.66,17.76%,0.0042,3.846816,0.0748153728
850,15.06,25.60%,0.0024,3.85536,0.026891136
851,21.07,3.05%,0.0006,0.642635,0.012256419
852,2.78,0.03%,0.0099,0.000834,0.0275137434
853,6.94,7.56%,0.0071,0.524664,0.0455488856
854,15.63,24.92%,0.008,3.894996,0.093880032
855,19.92,38.10%,0.0022,7.58952,0.027127056
856,0.52,24.23%,0.0064,0.125996,0.0025216256
857,1.93,29.39%,0.0017,0.567227,0.0023167141
858,12.14,14.70%,0.0035,1.78458,0.03624397
859,0.12,34.24%,0.0087,0.041088,0.0006865344
860,11.78,32.95%,0.0006,3.88151,0.004739094
861,0.76,13.29%,0.0009,0.101004,0.0005930964
862,5.35,16.97%,0.008,0.907895,0.03553684
863,3.63,39.91%,0.0093,1.448733,0.0202857831
864,14.3,28.16%,0.0069,4.02688,0.070884528
865,23.37,14.58%,0.0047,3.407346,0.0938244738
866,24.48,12.17%,0.0068,2.979216,0.1462053312
867,13.75,13.56%,0.0074,1.8645,0.0879527
868,13.22,22.27%,0.0055,2.944094,0.056517483
869,6.15,14.61%,0.0023,0.898515,0.0120784155
870,6.06,33.91%,0.0052,2.054946,0.0208262808
871,1.84,12.08%,0.0035,0.222272,0.005662048
872,20.27,19.81%,0.0072,4.015487,0.1170324936
873,12.45,8.77%,0.0031,1.091865,0.0352102185
874,17.06,20.46%,0.0034,3.490476,0.0461363816
875,12.99,11.93%,0.0039,1.549707,0.0446171427
876,13.86,29.04%,0.0064,4.024944,0.0629443584
877,11.1,38.93%,0.0004,4.32123,0.002711508
878,9.61,19.79%,0.0015,1.901819,0.0115622715
879,5.97,20.78%,0.0087,1.240566,0.0411460758
880,10.72,39.15%,0.0026,4.19688,0.016960112
881,3.14,35.52%,0.0042,1.115328,0.0085036224
882,8.41,31.26%,0.0075,2.628966,0.043357755
883,22.45,3.59%,0.0076,0.805955,0.164494742
884,10.52,33.22%,0.0004,3.494744,0.0028101024
885,7.46,11.37%,0.0035,0.848202,0.023141293
886,10.14,14.50%,0.0095,1.4703,0.08236215
887,18.18,39.66%,0.0046,7.210188,0.0504611352
888,16.94,16.53%,0.0061,2.800182,0.0862528898
889,15.15,18.63%,0.0016,2.822445,0.019724088
890,2.37,24.61%,0.0062,0.583257,0.0110778066
891,6.98,0.05%,0.0041,0.00349,0.028603691
892,14.65,12.48%,0.0044,1.82832,0.056415392
893,14.49,23.56%,0.0081,3.413844,0.0897168636
894,3.17,22.35%,0.0051,0.708495,0.0125536755
895,9.08,38.58%,0.0016,3.503064,0.0089230976
896,14.46,12.09%,0.0088,1.748214,0.1118637168
897,9.73,39.10%,0.0059,3.80443,0.034960863
898,12.55,35.61%,0.008,4.469055,0.06464756
899,0.29,25.21%,0.0098,0.073109,0.0021255318
900,13.13,34.87%,0.0033,4.578431,0.0282201777
901,5.39,23.83%,0.0013,1.284437,0.0053372319
902,12.71,28.45%,0.0048,3.615995,0.043651224
903,13.98,4.44%,0.0032,0.620712,0.0427497216
904,13.99,36.64%,0.0064,5.125936,0.0567300096
905,21.2,27.90%,0.0061,5.9148,0.09323972
906,0.55,26.08%,0.0023,0.14344,0.000935088
907,20.9,16.53%,0.0076,3.45477,0.132583748
908,20.03,38.45%,0.0077,7.701535,0.0949291805
909,19.76,30.30%,0.0071,5.98728,0.097786312
910,7.69,17.09%,0.0069,1.314221,0.0439928751
911,6.82,8.10%,0.0032,0.55242,0.020056256
912,16.49,31.17%,0.0027,5.139933,0.0306451809
913,18.03,33.52%,0.0069,6.043656,0.0827057736
914,14.89,14.67%,0.0029,2.184363,0.0368463473
915,2.31,34.98%,0.0031,0.808038,0.0046560822
916,9.89,29.82%,0.002,2.949198,0.013881604
917,11.14,15.01%,0.0023,1.672114,0.0217761378
918,10.52,32.27%,0.0046,3.394804,0.0327759016
919,7.74,27.20%,0.0085,2.10528,0.04789512
920,23.27,33.21%,0.0093,7.727967,0.1445409069
921,4.01,10.30%,0.0071,0.41303,0.025538487
922,4.53,8.52%,0.0075,0.385956,0.03108033
923,12.24,39.63%,0.0015,4.850712,0.011083932
924,16.08,3.99%,0.0081,0.641592,0.1250511048
925,9.38,24.32%,0.0061,2.281216,0.0433025824
926,7.29,27.77%,0.0009,2.024433,0.0047390103
927,14.59,31.15%,0.0085,4.544785,0.0853843275
928,14.48,26.76%,0.002,3.874848,0.021210304
929,14.34,9.97%,0.0013,1.429698,0.0167833926
930,14.74,1.57%,0.0033,0.231418,0.0478783206
931,14.58,5.32%,0.0056,0.775656,0.0773043264
932,20.08,27.53%,0.0064,5.528024,0.0931326464
933,2.16,2.63%,0.0001,0.056808,0.0002103192
934,9.06,27.65%,0.0033,2.50509,0.021631203
935,22.22,6.15%,0.0031,1.36653,0.064645757
936,12.52,4.83%,0.0076,0.604716,0.0905561584
937,21.98,38.83%,0.0005,8.534834,0.006722583
938,9.96,26.47%,0.0085,2.636412,0.062250498
939,13.83,5.90%,0.0012,0.81597,0.015616836
940,7.82,25.69%,0.0062,2.008958,0.0360284604
941,11.91,24.86%,0.0083,2.960826,0.0742781442
942,24.85,17.15%,0.0037,4.261775,0.0761764325
943,16.27,21.73%,0.0011,3.535471,0.0140079819
944,11.42,34.36%,0.0034,3.923912,0.0254866992
945,22.83,38.32%,0.0001,8.748456,0.0014081544
946,15.14,14.08%,0.0067,2.131712,0.0871555296
947,1.88,35.21%,0.0042,0.661948,0.0051158184
948,10.53,30.91%,0.0057,3.254823,0.0414685089
949,16.26,38.25%,0.0012,6.21945,0.01204866
950,21.36,30.60%,0.0014,6.53616,0.020753376
951,22.85,2.43%,0.0011,0.555255,0.0245242195
952,1.04,10.54%,0.004,0.109616,0.003721536
953,11.05,34.37%,0.0041,3.797885,0.0297336715
954,21.79,12.96%,0.0004,2.823984,0.0075864064
955,18.43,3.95%,0.0004,0.727985,0.007080806
956,24.77,35.64%,0.0021,8.828028,0.0334781412
957,0.53,10.53%,0.0035,0.055809,0.0016596685
958,7.23,23.41%,0.007,1.692543,0.038762199
959,1.25,21.00%,0.008,0.2625,0.0079
960,15.27,36.10%,0.0086,5.51247,0.083914758
961,24.33,25.86%,0.0092,6.291738,0.1659520104
962,2.64,6.31%,0.0073,0.166584,0.0180559368
963,21.64,27.01%,0.0009,5.844964,0.0142155324
964,1.55,36.99%,0.0074,0.573345,0.007227247
965,22.03,24.31%,0.0052,5.355493,0.0867074364
966,17.4,1.15%,0.0067,0.2001,0.11523933
967,22.27,34.48%,0.0084,7.678696,0.1225669536
968,18.94,16.89%,0.0061,3.198966,0.0960203074
969,17.15,10.79%,0.0083,1.850485,0.1269859745
970,3.62,15.81%,0.0035,0.572322,0.010666873
971,15.31,29.66%,0.0054,4.540946,0.0581528916
972,12.01,30.42%,0.0019,3.653442,0.0158774602
973,24.1,16.33%,0.0054,3.93553,0.108888138
974,8.92,21.10%,0.0079,1.88212,0.055599252
975,6.37,28.78%,0.0031,1.833286,0.0140638134
976,1.25,26.77%,0.003,0.334625,0.002746125
977,13.6,24.01%,0.01,3.26536,0.1033464
978,21.6,31.89%,0.007,6.88824,0.10298232
979,6.61,19.32%,0.0021,1.277052,0.0111991908
980,14.35,26.22%,0.0035,3.76257,0.037056005
981,20.85,39.83%,0.0048,8.304555,0.060218136
982,14.59,26.44%,0.0045,3.857596,0.048295818
983,6.25,32.48%,0.0071,2.03,0.029962
984,13.08,13.57%,0.0021,1.774956,0.0237405924
985,12.05,17.11%,0.0052,2.061755,0.051938874
986,13.2,8.09%,0.0096,1.06788,0.116468352
987,22.63,38.82%,0.0078,8.784966,0.1079912652
988,17.29,32.07%,0.0001,5.544903,0.0011745097
989,11.66,9.18%,0.0042,1.070388,0.0444763704
990,2.54,16.79%,0.0068,0.426466,0.0143720312
991,10.56,10.50%,0.0085,1.1088,0.0803352
992,8.27,22.10%,0.0066,1.82767,0.042519378
993,23.94,22.55%,0.0098,5.39847,0.181706994
994,21.08,22.60%,0.005,4.76408,0.0815796
995,18.42,33.76%,0.0032,6.218592,0.0390445056
996,2.79,32.15%,0.0035,0.896985,0.0066255525
997,4.47,31.37%,0.0057,1.402239,0.0174862377
998,0.13,3.21%,0.0086,0.004173,0.0010821122
999,8.62,15.13%,0.0014,1.304206,0.0102421116
1000,13.41,30.69%,0.0037,4.115529,0.0343895427
1001,4.07,14.91%,0.0066,0.606837,0.0228568758
1002,17.92,6.36%,0.0012,1.139712,0.0201363456
1003,21.62,34.80%,0.0096,7.52376,0.135323904
1004,21.32,2.47%,0.0006,0.526604,0.0124760376
1005,19.97,38.69%,0.0002,7.726393,0.0024487214
1006,3.99,27.87%,0.0086,1.112013,0.0247506882
1007,1.15,29.00%,0.0003,0.3335,0.00024495
1008,6.59,18.53%,0.0027,1.221127,0.0144959571
1009,13.62,0.86%,0.0049,0.117132,0.0661640532
1010,22.15,23.93%,0.0074,5.300495,0.124686337
1011,14.09,2.24%,0.0057,0.315616,0.0785139888
1012,21.42,14.65%,0.0054,3.13803,0.098722638
1013,4.38,36.82%,0.0076,1.612716,0.0210313584
1014,22.59,30.70%,0.0046,6.93513,0.072012402
1015,0.25,25.18%,0.003,0.06295,0.00056115
